Unnamed: 0,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cat_predicted_aspects,negative_score,positive_score,neutral_score,predicted_label
781,User_710,,"UBER BLOWS LYFT OUT THE WATER! A lyft ride that was costing me $23 cost me ONLY $14.65 on Uber. Uber is cheaper and smoother, and overall BETTER. LOVE IT",5,0,,2024-12-17 00:57:22,,,,uber,0.007251282222568989,0.006216882728040218,0.9865317940711975,neutral
782,User_711,,33₹7.1 5tm⁷,3,0,,2024-12-17 00:56:42,,,,uber,0.001336428802460432,0.0053140330128371716,0.9933494925498962,neutral
783,User_712,,Very good and low rate,5,0,4.556.10005,2024-12-17 00:54:18,,,4.556.10005,fare,0.0005832311580888927,0.9989707469940186,0.0004459765914361924,positive
784,User_713,,👍 low price,5,0,4.556.10005,2024-12-17 00:50:03,,,4.556.10005,fare,0.0033604144118726254,0.9790016412734985,0.017637891694903374,positive
785,User_714,,Satisfeita.,5,0,4.556.10005,2024-12-17 00:44:13,,,4.556.10005,uber,0.0013745331671088934,0.049066148698329926,0.9495592713356018,neutral
786,User_715,,Good,5,0,4.556.10005,2024-12-17 00:40:33,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
787,User_716,,It really good,5,0,4.556.10005,2024-12-17 00:38:27,,,4.556.10005,uber,0.0005428654840216041,0.9989830851554871,0.00047398771857842803,positive
788,User_717,,"The driver didn't arrive at pick up , didnot pick up call and cancelled the ride . And now I have been asked to pay for the rider. What type of behaviour is this ??",1,0,4.555.10003,2024-12-17 00:36:03,,,4.555.10003,uber,0.9950463771820068,0.001834202092140913,0.0031194016337394714,negative
789,User_718,,Not bad...,3,0,4.555.10003,2024-12-17 00:35:17,,,4.555.10003,uber,0.0007488392293453217,0.9986227750778198,0.0006284737028181553,positive
790,User_719,,It's always good to know someone is out to give you a ride for the lowest cost.,5,0,,2024-12-17 00:33:51,,,,uber,0.00048658603918738663,0.9977506995201111,0.001762692118063569,positive
791,User_720,,Arrived very fast compared to some other competitors in the market,5,0,,2024-12-17 00:29:22,,,,uber,0.001057444023899734,0.9609548449516296,0.03798774629831314,positive
792,User_721,,Convenient and affordable,5,0,4.556.10005,2024-12-17 00:26:18,,,4.556.10005,uber,0.0012038374552503228,0.0037576823960989714,0.9950384497642517,neutral
793,User_722,,Very good,5,0,4.556.10005,2024-12-17 00:24:26,,,4.556.10005,uber,0.0005499038379639387,0.9989873766899109,0.0004626167647074908,positive
794,User_723,,Won't open,1,0,,2024-12-17 00:19:37,,,,uber,0.004865404684096575,0.0007567543652839959,0.9943777918815613,neutral
795,User_724,,Very nice,5,0,4.556.10005,2024-12-17 00:16:17,,,4.556.10005,uber,0.0004933913587592542,0.9989622831344604,0.0005442828987725079,positive
796,User_725,,My driver James was fantastic. I have a leg injury & he let me sit up front for easier vehicle access. He's was great!! And a safe driver,5,0,4.556.10005,2024-12-17 00:11:06,,,4.556.10005,uber,0.0006695161573588848,0.9984009861946106,0.0009295480558648705,positive
797,User_726,,I don't know what happen with the uber tonight first they drop me in a wrong location after returning the driver ask more money than uber show me after contacting customer helpline he shouted at me and leave lastly when I book another uber driver came and ask me the location and how much money show in my uber after seeing the amount he said compare to the location the amount is less if you gonna pay me more money I will come or else cancel he said he left me and cancel himself and uber charge me,2,0,4.555.10003,2024-12-17 00:08:11,,,4.555.10003,uber,0.9951576590538025,0.001587782520800829,0.0032545258291065693,negative
798,User_727,,Nice driving,5,0,4.556.10005,2024-12-17 00:00:17,,,4.556.10005,uber,0.0004763359029311687,0.9990135431289673,0.0005100895068608224,positive
799,User_728,,Nice driver,5,0,4.556.10005,2024-12-16 23:56:49,,,4.556.10005,driver,0.000527530035469681,0.9990137815475464,0.00045866708387620747,positive
800,User_729,,Very good,5,0,4.555.10003,2024-12-16 23:51:09,,,4.555.10003,uber,0.0005499038379639387,0.9989873766899109,0.0004626167647074908,positive
801,User_730,,Nice ride with but I need some offer or coupon fare is lit expensive,4,0,4.556.10005,2024-12-16 23:50:45,,,4.556.10005,uber,0.0006120854523032904,0.9988071918487549,0.0005806451663374901,positive
802,User_731,,lovely,5,0,4.556.10005,2024-12-16 23:48:04,,,4.556.10005,uber,0.0007468844414688647,0.9967149496078491,0.0025382074527442455,positive
803,User_732,,"The teen account is useless. Neither I nor my parents could turn it off. Above all of that, it keeps telling me that teen trips are not available in your current location. If there were 0 stars, surely I would have chosen it",1,0,4.556.10005,2024-12-16 23:46:54,,,4.556.10005,uber,0.07408002018928528,0.001992411445826292,0.9239275455474854,neutral
804,User_733,,"driver took cash in place of digital payment, drivers cheating customers, uber is a careless company not replay ng my chat.",1,0,,2024-12-16 23:44:38,,,,uber,0.9597060084342957,0.0012540217721834779,0.03903992846608162,negative
805,User_734,,Rides are more punctual,4,0,4.556.10005,2024-12-16 23:42:36,,,4.556.10005,ride,0.0015862075379118323,0.0018222747603431344,0.9965915679931641,neutral
806,User_735,,Comfortable and offers the best ride in the shortest possible time,4,0,4.556.10005,2024-12-16 23:41:32,,,4.556.10005,ride,0.0005882103578187525,0.9986220598220825,0.0007897787727415562,positive
807,User_735,,Comfortable and offers the best ride in the shortest possible time,4,0,4.556.10005,2024-12-16 23:41:32,,,4.556.10005,support,0.0005856726202182472,0.9985785484313965,0.0008357295882888138,positive
808,User_736,,Nice,3,0,4.556.10005,2024-12-16 23:40:04,,,4.556.10005,uber,0.0004882768844254315,0.9990411400794983,0.00047052474110387266,positive
809,User_737,,Pathetic.....App doesn't accept credit cards! Need to fix your apps!!!!!,1,0,4.556.10005,2024-12-16 23:37:33,,,4.556.10005,uber,0.9917284846305847,0.001487777684815228,0.006783774122595787,negative
810,User_738,,Nice work .,5,0,4.556.10005,2024-12-16 23:31:46,,,4.556.10005,uber,0.0005130755598656833,0.9989916682243347,0.0004953116877004504,positive
811,User_739,,Super,5,0,4.556.10005,2024-12-16 23:30:59,,,4.556.10005,uber,0.0007539339130744338,0.0027610640972852707,0.9964849948883057,neutral
812,User_740,,"This company thrives on ripping off customers, I cancel rides instantly and still get charged as well as being more expensive than local cab services",1,0,4.554.10001,2024-12-16 23:30:07,,,4.554.10001,uber,0.962799608707428,0.0015999150928109884,0.03560047596693039,negative
813,User_741,,Unfair Business Practices By UBER,1,0,4.556.10005,2024-12-16 23:29:35,,,4.556.10005,uber,0.3922954797744751,0.009983589872717857,0.5977209210395813,neutral
814,User_742,,"I had Uber cash to use but the app wouldn't let me book/reserve. Their support ghosted me for 5 days. Was able to use half the Uber cash later in my trip and now my balance is zero. So Uber not only doesn't care that their service isn't working properly, they took my funds away. I'll never use this service again. Corporate thieves.",1,1,4.556.10005,2024-12-16 23:27:15,,,4.556.10005,uber,0.7465031743049622,0.0017756487941369414,0.2517211437225342,negative
815,User_743,,Good,5,0,4.556.10005,2024-12-16 23:24:12,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
816,User_744,,Superb,5,0,4.556.10005,2024-12-16 23:23:15,,,4.556.10005,navigation,0.0010020321933552623,0.002956142881885171,0.9960417747497559,neutral
817,User_745,,"The best ride in my life !!!! The driver is an amazing professional and very helpful guy , the car is just fantastic 👏 . Unforgettable experience . Thank you",5,0,4.550.10001,2024-12-16 23:20:06,,,4.550.10001,uber,0.0008149131899699569,0.9983236193656921,0.0008614597609266639,positive
818,User_746,,I checked two three time that the price is increased when I check the ride and closing app for few time and again price of ride getting 10-15 rupees more .,1,0,4.554.10001,2024-12-16 23:17:31,,,4.554.10001,uber,0.0013487677788361907,0.0018917577108368278,0.9967594742774963,neutral
819,User_747,,"I'll start off by saying I have used them for about three weeks and every time I go 5 miles into town it is 22$ to $30. I got on Lyft today and both rides I needed today were $10-13 cheaper. Also you should know that Uber has taken down their customer support phone number, so you will have to deal with a live chat and that's hit or miss ( mostly misses). Hopefully that will help you decide if this app is suitable for you.",1,0,4.556.10005,2024-12-16 23:15:54,,,4.556.10005,uber,0.001888206577859819,0.0015131705440580845,0.9965986609458923,neutral
820,User_748,,"Funcionava perfeitamente uns anos, mas recentemente cada vez mais está tendo demora nas corridas, preços que aumentam todo dia e falam que tem ""vários motoristas ao redor"", mas sempre puxam uma pessoa do outro lado da cidade.",3,0,4.556.10005,2024-12-16 23:13:10,,,4.556.10005,uber,0.001608206075616181,0.0021347105503082275,0.9962570667266846,neutral
821,User_749,,Too good,5,0,4.556.10005,2024-12-16 23:10:09,,,4.556.10005,uber,0.0005531848291866481,0.9989781379699707,0.00046867463970556855,positive
822,User_750,,"Prices have become absolutely ridiculous. Charging almost 50 bucks for a 15 minute ride when it's not even snowing or raining? Beyond robbery, i only use when there's some type of deal now.",2,0,4.556.10005,2024-12-16 23:09:02,,,4.556.10005,uber,0.01345069520175457,0.00764077203348279,0.9789085388183594,neutral
823,User_751,,Over monetised taxi app and food delivery app with alot of fees.,3,0,4.556.10005,2024-12-16 23:05:38,,,4.556.10005,uber,0.004334805998951197,0.001018326380290091,0.9946468472480774,neutral
824,User_752,,Uber is bad,1,0,4.556.10005,2024-12-16 23:02:16,,,4.556.10005,uber,0.9943947792053223,0.0034768159966915846,0.002128395950421691,negative
825,User_753,,it's always quick waiting for a ride sometimes it can be more expensive than Lyft not much to say about the app to be honest since the drivers do all the work . I guess the only thing you can rate Uber for is how quickly they match you with a driver the rest is on the drivers service but overall I like it.,5,0,4.556.10005,2024-12-16 22:59:51,,,4.556.10005,uber,0.0015875747194513679,0.8249691724777222,0.17344333231449127,positive
826,User_754,,"Absolutely tired of ghost charges, they take every opportunity to charge your card without you knowing it, it has happened multiple times and it's just not worth it with the current fares",1,0,4.556.10005,2024-12-16 22:54:03,,,4.556.10005,uber,0.0033067248295992613,0.012028967961668968,0.984664261341095,neutral
827,User_755,,Good service,5,0,4.554.10001,2024-12-16 22:52:20,,,4.554.10001,service,0.0005498403334058821,0.9989950060844421,0.0004551019810605794,positive
828,User_756,,Drivers often cancel rides after accepting them. I was stranded at Howrah Station for 45 minutes for this reason. I will not use Uber again.,1,0,4.555.10003,2024-12-16 22:46:06,,,4.555.10003,uber,0.9246811270713806,0.0014470343012362719,0.07387188822031021,negative
829,User_757,,Excellent,5,0,,2024-12-16 22:45:53,,,,uber,0.0005599051364697516,0.9989774227142334,0.000462599127786234,positive
830,User_758,,"El punto donde me recogían antes en la entrada de mi colonia, esta bloqueado sin ningúna explicación de la noche a la mañana.",5,0,4.556.10005,2024-12-16 22:41:50,,,4.556.10005,uber,0.0010688743786886334,0.002687514992430806,0.9962435960769653,neutral
831,User_759,,Good,5,0,4.556.10005,2024-12-16 22:41:05,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
832,User_760,,"I have a complaint regarding an incident, you kept closing the complaint yet you havent solve anything yet, reply on my uber thread, dont close the case",1,0,4.556.10005,2024-12-16 22:37:17,,,4.556.10005,uber,0.9273905158042908,0.0024918087292462587,0.07011771202087402,negative
833,User_761,,Good day question how can goods be pick up from a company and deliver to a shipping company where I.D. is required to enter to give the package to the receiving company.please advise.,5,0,4.556.10005,2024-12-16 22:35:20,,,4.556.10005,uber,0.0007058082264848053,0.9964495897293091,0.0028446000069379807,positive
834,User_762,,Horrendous business model They price gouge you constantly They cancel your trip many times and ask you to pay more to not have your trips cancelled before a driver comes pick you up Completely horrible greedy behaviour,1,0,4.556.10005,2024-12-16 22:33:15,,,4.556.10005,uber,0.9864256381988525,0.0026376184541732073,0.010936775244772434,negative
835,User_763,,app shows blank screen when i open it. so annoying and damn near unusable. i can use other booking apps except this one. some uber one perk i guess.,1,0,,2024-12-16 22:32:42,,,,uber,0.8666176795959473,0.00293266330845654,0.13044971227645874,negative
836,User_764,,This ener man as soon as I got in his car at my house on the last ride I said did the payment go through and he said yes so I locked my card I've had hackers trying to use my Uber and Lyft my bank cards I can't get in my credit karma I have no emails now . So the line was a tiny bit long not much and I get home check my Uber and was a charge for wainting which I new nothing off I just wanted to make my sure I locked my card and he said nothing about another ride home cost at all and when I Uber,1,0,4.556.10005,2024-12-16 22:30:39,,,4.556.10005,uber,0.3957195281982422,0.0028507194947451353,0.60142982006073,neutral
837,User_765,,Never have a problem luv yall,5,0,,2024-12-16 22:30:33,,,,support,0.9392141699790955,0.002390970243141055,0.05839492380619049,negative
838,User_766,,im tired at this point and it would take me forever to describe every single terrible experience ive had. most cars smell like cigs and most dont like cracking the window open if suffocating,1,0,4.556.10005,2024-12-16 22:29:06,,,4.556.10005,uber,0.2228645235300064,0.1821042150259018,0.5950312614440918,neutral
839,User_767,,Very convenient!,5,0,,2024-12-16 22:28:51,,,,uber,0.001392302685417235,0.0014387954724952579,0.9971689581871033,neutral
840,User_768,,"Terribly disappointing to use the app. The fee upon request versus the fee at the end of the trip is so escalated. Further more, if you have the card option payment is taken long before the trip starts or you're even picked up. I will always choose other apps over Uber, extremely unfair on how they choose to treat loyal customers!",1,10,4.556.10005,2024-12-16 22:28:20,,,4.556.10005,uber,0.9328280091285706,0.00430075079202652,0.06287126988172531,negative
841,User_769,,First ride best experience,5,0,,2024-12-16 22:27:10,,,,ride,0.0009340089745819569,0.9983953833580017,0.0006705706473439932,positive
842,User_769,,First ride best experience,5,0,,2024-12-16 22:27:10,,,,experience,0.0008804149692878127,0.9985042810440063,0.0006153216236270964,positive
843,User_770,,Good service,5,0,,2024-12-16 22:25:36,,,,service,0.0005498403334058821,0.9989950060844421,0.0004551019810605794,positive
844,User_771,,Good continue like this,5,0,4.556.10005,2024-12-16 22:24:59,,,4.556.10005,uber,0.0005791808944195509,0.9989656209945679,0.00045517299440689385,positive
845,User_772,,Good service,5,0,4.556.10005,2024-12-16 22:24:59,,,4.556.10005,service,0.0005498403334058821,0.9989950060844421,0.0004551019810605794,positive
846,User_773,,Nice service's,5,0,4.556.10005,2024-12-16 22:24:36,,,4.556.10005,service,0.0005984505405649543,0.9989345669746399,0.00046687250141985714,positive
847,User_774,,চালক খুব ভাই আচরণের ছিলেন। চালক হিসাবে দক্ষ আছেন।ধন্যবাদ উবারকে।,5,0,4.556.10005,2024-12-16 22:23:04,,,4.556.10005,uber,0.0012804634170606732,0.0025290860794484615,0.9961904287338257,neutral
848,User_775,,Good app,4,0,4.555.10003,2024-12-16 22:18:36,,,4.555.10003,app,0.0006053386023268104,0.9989607334136963,0.0004339204169809818,positive
849,User_776,,I like Uber,1,0,4.555.10003,2024-12-16 22:18:27,,,4.555.10003,uber,0.0008270893013104796,0.002454194473102689,0.99671870470047,neutral
850,User_777,,Uber is far more better experience,5,0,4.556.10005,2024-12-16 22:17:15,,,4.556.10005,uber,0.002413048641756177,0.9823718667030334,0.01521508302539587,positive
851,User_777,,Uber is far more better experience,5,0,4.556.10005,2024-12-16 22:17:15,,,4.556.10005,experience,0.002893865341320634,0.9772061109542847,0.019899960607290268,positive
852,User_778,,"Fast, pleasant, outstanding service.",5,0,4.556.10005,2024-12-16 22:09:43,,,4.556.10005,service,0.0005702734924852848,0.99866783618927,0.0007619118550792336,positive
853,User_779,,Just use Lyft. uber is consistently 25-40% more for rides,2,0,4.556.10005,2024-12-16 22:08:18,,,4.556.10005,uber,0.0008520996780134737,0.0033179798629134893,0.9958298802375793,neutral
854,User_779,,Just use Lyft. uber is consistently 25-40% more for rides,2,0,4.556.10005,2024-12-16 22:08:18,,,4.556.10005,ride,0.0008718532626517117,0.003436547936871648,0.9956915974617004,neutral
855,User_780,,Good,4,0,4.556.10005,2024-12-16 22:04:50,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
856,User_781,,Price,1,0,4.556.10005,2024-12-16 21:58:12,,,4.556.10005,fare,0.0008609832730144262,0.005645228084176779,0.9934938549995422,neutral
857,User_782,,"Well.... It's like this... I'm a handicap person with a mobility scooter. When trying to choose a ride, when one that could/ or would accommodate the scooter just ain't happening. Other than that it's okay with me.",5,0,4.556.10005,2024-12-16 21:51:55,,,4.556.10005,uber,0.010213023982942104,0.001841412391513586,0.987945556640625,neutral
858,User_783,,Interesting service. Thanks,4,0,4.555.10003,2024-12-16 21:51:54,,,4.555.10003,service,0.001430777134373784,0.032933153212070465,0.9656360745429993,neutral
859,User_784,,Successful,4,0,,2024-12-16 21:50:28,,,,uber,0.0021225521340966225,0.9932215213775635,0.004655890166759491,positive
860,User_785,,Excellent,5,0,4.556.10005,2024-12-16 21:47:43,,,4.556.10005,uber,0.0005599051364697516,0.9989774227142334,0.000462599127786234,positive
861,User_786,,awsm,5,0,4.551.10000,2024-12-16 21:47:13,,,4.551.10000,uber,0.0009023500606417656,0.006566912867128849,0.9925307631492615,neutral
862,User_787,,They not refund my money. The driver bike is breakdown n he cancelled so I charged,1,0,4.556.10005,2024-12-16 21:45:20,,,4.556.10005,uber,0.9889504313468933,0.001553074805997312,0.00949649978429079,negative
863,User_788,,"Great App, very user friendly interface and very easy navigation menus. Also I love the concept of matching rider rating with driver rating which is absent in other Cab hailing Apps. Kudos to the maker of the app for creating such a terrific app. Really love it.",5,1,4.556.10005,2024-12-16 21:43:03,,,4.556.10005,uber,0.0009933076798915863,0.997156023979187,0.0018506619380787015,positive
864,User_789,,First time with user. Very quick service,5,0,4.556.10005,2024-12-16 21:38:32,,,4.556.10005,service,0.00115554453805089,0.0022489496041089296,0.9965954422950745,neutral
865,User_790,,Customer support doesn't work. They ignore any attempt of make claim.,2,0,4.556.10005,2024-12-16 21:35:47,,,4.556.10005,uber,0.8923887014389038,0.002227151533588767,0.10538409650325775,negative
866,User_791,,Convenient and Cheaper alternative,5,0,4.556.10005,2024-12-16 21:34:49,,,4.556.10005,uber,0.002303261775523424,0.00347061175853014,0.9942261576652527,neutral
867,User_792,,Best experience I love it,5,0,4.554.10001,2024-12-16 21:32:48,,,4.554.10001,experience,0.0006341554108075798,0.9988018274307251,0.0005640506860800087,positive
868,User_793,,Very good. Help me riding in different places.,5,0,4.556.10005,2024-12-16 21:31:32,,,4.556.10005,experience,0.0005570196663029492,0.9989232420921326,0.0005196809070184827,positive
869,User_793,,Very good. Help me riding in different places.,5,0,4.556.10005,2024-12-16 21:31:32,,,4.556.10005,support,0.0005667548393830657,0.9989203214645386,0.0005129956407472491,positive
870,User_793,,Very good. Help me riding in different places.,5,0,4.556.10005,2024-12-16 21:31:32,,,4.556.10005,destination,0.0005700992769561708,0.9989227652549744,0.0005071399500593543,positive
871,User_794,,Very Nice,5,0,4.556.10005,2024-12-16 21:31:23,,,4.556.10005,uber,0.0005123781156726182,0.9989941716194153,0.0004934663302265108,positive
872,User_795,,Absolutely brilliant couldn't fault them,5,0,,2024-12-16 21:31:00,,,,uber,0.001231159083545208,0.9963610768318176,0.0024078204296529293,positive
873,User_796,,Great knowing which driver and car are coming and the price is decent,5,0,4.556.10005,2024-12-16 21:28:31,,,4.556.10005,uber,0.0006390080670826137,0.9988288283348083,0.0005320821073837578,positive
874,User_797,,Easy to use and keeps you informed on the status of your ride.,5,0,4.556.10005,2024-12-16 21:22:05,,,4.556.10005,uber,0.001252995920367539,0.0033851643092930317,0.995361864566803,neutral
875,User_798,,Pay Uber to go around labor laws to get you a ride.,1,0,,2024-12-16 21:22:00,,,,uber,0.0013753746170550585,0.00179662078153342,0.996828019618988,neutral
876,User_798,,Pay Uber to go around labor laws to get you a ride.,1,0,,2024-12-16 21:22:00,,,,ride,0.0014336468884721398,0.0017919809324666858,0.9967743754386902,neutral
877,User_799,,Good,5,0,,2024-12-16 21:20:16,,,,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
878,User_800,,Scooter ride nice journey.,5,0,4.492.10000,2024-12-16 21:20:03,,,4.492.10000,ride,0.0004922525840811431,0.9989128112792969,0.0005949279293417931,positive
879,User_800,,Scooter ride nice journey.,5,0,4.492.10000,2024-12-16 21:20:03,,,4.492.10000,car,0.0005013899644836783,0.9988628625869751,0.0006357510574162006,positive
880,User_801,,Bekar ... Muje booking ke time alag peyment dikhaya or utarne ke bad usse dubble payment dikhaya ... Mere divise mey same location surch karke zada price ata hai or mere friend ke phone mey same location ke lie car search karke usse 200/300 rupay kam dikhate hai... Sabke pass se same payse nahi late.,1,0,4.555.10003,2024-12-16 21:19:34,,,4.555.10003,uber,0.06875627487897873,0.0008926379377953708,0.9303510785102844,neutral
881,User_802,,Very good services,5,0,4.556.10005,2024-12-16 21:12:31,,,4.556.10005,service,0.0005849989829584956,0.9989655017852783,0.00044959381921216846,positive
882,User_803,,Excilent job,5,0,4.556.10005,2024-12-16 21:11:28,,,4.556.10005,uber,0.001001098775304854,0.002285935916006565,0.9967129230499268,neutral
883,User_804,,"Very good, always on time and with no hidden costs. Plus you be getting them discounts left, right and center ❤️😍😍",5,0,4.520.10000,2024-12-16 21:11:04,,,4.520.10000,uber,0.0008140337886288762,0.9972562193870544,0.0019298328552395105,positive
884,User_805,,Very Nice,5,0,4.556.10005,2024-12-16 21:09:19,,,4.556.10005,uber,0.0005123781156726182,0.9989941716194153,0.0004934663302265108,positive
885,User_806,,Exceptional service,5,0,4.556.10005,2024-12-16 21:06:08,,,4.556.10005,service,0.0014989611227065325,0.0012194449082016945,0.997281551361084,neutral
886,User_807,,There is no button to reverse the route. Should focus more on location accuracy.,3,0,4.556.10005,2024-12-16 21:06:03,,,4.556.10005,uber,0.0024342555552721024,0.0013984388206154108,0.9961672425270081,neutral
887,User_808,,It's decent but lately rides takes too long and rides are getting more expensive even with the promos available..sort that issue out and you can expect a 5 star rating.,3,0,4.555.10003,2024-12-16 21:05:56,,,4.555.10003,uber,0.0005880469689145684,0.9983978867530823,0.001013986300677061,positive
888,User_809,,Excellent service,5,0,4.556.10005,2024-12-16 21:02:04,,,4.556.10005,service,0.0005580040160566568,0.9989846348762512,0.00045729801058769226,positive
889,User_810,,"I booked a ride at ₹363. The driver took some different route than the one showing in the the app. When I reached my destination, the fare was ₹477. While we were unloading the luggage (which took 1 min), the fare raised to ₹482 and kept on increasing. Why are we getting charged when the driver took the wrong route or even when the cab was idle at the destination. The driver was also very rude. He was not accepting that he took the wrong route and was blaming us.",1,70,4.556.10005,2024-12-16 20:56:05,,,4.556.10005,uber,0.9666876196861267,0.002597666345536709,0.03071468137204647,negative
890,User_811,,I am lost my item i want find driver connect no but he is not provide connect no,1,0,4.556.10005,2024-12-16 20:55:20,,,4.556.10005,uber,0.9908361434936523,0.0020659728907048702,0.0070978994481265545,negative
891,User_812,,Dikhata Kuch hai or paise kuch leta hai drop par jake,1,0,4.556.10005,2024-12-16 20:51:43,,,4.556.10005,drop,0.03267349302768707,0.0015883995220065117,0.9657381176948547,neutral
892,User_813,,Good,5,0,4.556.10005,2024-12-16 20:50:42,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
893,User_814,,Good work,5,0,4.556.10005,2024-12-16 20:46:52,,,4.556.10005,uber,0.0005352101288735867,0.9990240335464478,0.0004407704691402614,positive
894,User_815,,Wonderful,5,0,4.556.10005,2024-12-16 20:46:17,,,4.556.10005,uber,0.0005735273589380085,0.9981745481491089,0.0012519393349066377,positive
895,User_816,,very comfortable&safe,5,0,4.556.10005,2024-12-16 20:43:24,,,4.556.10005,uber,0.002004946582019329,0.008821908384561539,0.989173173904419,neutral
896,User_817,,Excellent,5,0,4.556.10005,2024-12-16 20:39:41,,,4.556.10005,uber,0.0005599051364697516,0.9989774227142334,0.000462599127786234,positive
897,User_818,,At first uber was the best app to use for traveling but nowadays rider charge more money from the real charge. Rider behaviour towards traveller is very bad.,1,0,4.555.10003,2024-12-16 20:38:59,,,4.555.10003,uber,0.01627626083791256,0.9816693663597107,0.002054380951449275,positive
898,User_819,,Good ride,5,0,4.556.10005,2024-12-16 20:37:07,,,4.556.10005,ride,0.0005110078491270542,0.9990103244781494,0.0004785723576787859,positive
899,User_820,,"Every time I get a list of cars to choose from with some soecufic puckup time (eg 3 minutes). Every time after selecting the car I get different car with a completely different time. No explanation, nothing. Sometime the pickup time significantly changes several times. That sucks. Getting a local Taxi is way more reliable.",2,2,4.556.10005,2024-12-16 20:33:47,,,4.556.10005,uber,0.017080403864383698,0.018700039014220238,0.9642195701599121,neutral
900,User_821,,Great app,5,0,4.556.10005,2024-12-16 20:31:12,,,4.556.10005,app,0.000943829189054668,0.9984551668167114,0.0006009464850649238,positive
901,User_822,,Muito bom ainda mais em situações de extrema urgência,5,0,4.556.10005,2024-12-16 20:20:09,,,4.556.10005,uber,0.0021202946081757545,0.002110734349116683,0.9957690238952637,neutral
902,User_823,,Bakwas,1,0,4.556.10005,2024-12-16 20:20:05,,,4.556.10005,uber,0.0014013242907822132,0.0014606534969061613,0.9971380233764648,neutral
903,User_824,,Love you Uber,5,0,4.556.10005,2024-12-16 20:19:50,,,4.556.10005,uber,0.0052109938114881516,0.5137612819671631,0.4810277819633484,positive
904,User_825,,👌,5,0,4.556.10005,2024-12-16 20:19:02,,,4.556.10005,uber,0.0010469501139596105,0.00702114962041378,0.9919318556785583,neutral
905,User_826,,Very good 👍,5,0,4.555.10003,2024-12-16 20:17:01,,,4.555.10003,uber,0.0005103072617202997,0.9989883303642273,0.000501353875733912,positive
906,User_827,,It keeps on showing u the error message if you have the free ride. The worst experience ever.,5,0,4.556.10005,2024-12-16 20:16:48,,,4.556.10005,uber,0.9944033622741699,0.0021980945020914078,0.003398485714569688,negative
907,User_828,,I only have two problem with Uber and that's is how far away the drivers are and the route they take because that I'm always late to work.,2,0,,2024-12-16 20:14:28,,,,uber,0.9855101108551025,0.0015892891678959131,0.01290056947618723,negative
908,User_829,,"I don't have to use Uber that often but when I have it's been hassle free, easy to use with no issues. Driver are nice. Some are more talkative than others but that's fine with me. Sometimes I have to take my dog with me and the drivers are cool with it as long as you order a ride that says it's for pets, or you send message to driver ahead of time to allow them to choose the ride or not. I bring a blanket so he doesn't mess up their seats. so far it's not been issue.Uber is cheaper than lyft.",5,0,,2024-12-16 20:14:22,,,,uber,0.0017170305363833904,0.9805076718330383,0.017775265499949455,positive
909,User_830,,Good,5,0,4.556.10005,2024-12-16 20:14:03,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
910,User_831,,Super no extra payment,5,0,4.556.10005,2024-12-16 20:11:30,,,4.556.10005,payment,0.0011684015626087785,0.0014161583967506886,0.9974154233932495,neutral
911,User_832,,Rate is high but rides are ok,4,0,,2024-12-16 20:08:54,,,,fare,0.00698169507086277,0.003750971518456936,0.9892673492431641,neutral
912,User_832,,Rate is high but rides are ok,4,0,,2024-12-16 20:08:54,,,,ride,0.006316665560007095,0.008628105744719505,0.9850552082061768,neutral
913,User_833,,Navigation is worst..,1,0,,2024-12-16 20:04:20,,,,navigation,0.9877199530601501,0.009121330454945564,0.0031586168333888054,negative
914,User_834,,"Wait times are too long, and drivers drop you unexpectedly. They give you a shorter wait time and then deceptively give you a longer wait time.",2,0,4.556.10005,2024-12-16 20:02:05,,,4.556.10005,uber,0.5484642386436462,0.0024892473593354225,0.4490465521812439,negative
915,User_835,,"worst experience with uber, very slow app Cab driver are fraud",1,0,4.554.10001,2024-12-16 20:00:07,,,4.554.10001,uber,0.9911041259765625,0.006999352481216192,0.0018964800983667374,negative
916,User_836,,Fentastic,5,0,4.549.10000,2024-12-16 19:59:59,,,4.549.10000,uber,0.0024580571334809065,0.09258770942687988,0.904954195022583,neutral
917,User_837,,Nice,5,0,4.556.10005,2024-12-16 19:58:14,,,4.556.10005,uber,0.0004882768844254315,0.9990411400794983,0.00047052474110387266,positive
918,User_838,,Excellent !,5,0,4.556.10005,2024-12-16 19:54:05,,,4.556.10005,uber,0.0005330684944055974,0.9989275336265564,0.0005392700550146401,positive
